,ID,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
5849,39241,1,0,1,0,1,0,1,0,1,0,1,0
5860,39300,1,0,1,0,1,0,1,0,1,0,1,0
5865,39346,1,0,1,0,1,0,1,0,1,0,1,0
5869,39377,1,0,1,0,1,0,1,0,1,0,1,0
5928,39716,1,0,1,0,1,0,1,0,1,0,1,0
5957,39862,1,0,1,0,1,0,1,0,1,0,1,0
5967,39980,1,0,1,0,1,0,1,0,1,0,1,0
6001,40199,1,0,1,0,1,0,1,0,1,0,1,0
6008,40234,1,0,1,0,1,0,1,0,1,0,1,0
6010,40240,1,0,1,0,1,0,1,0,1,0,1,0
6019,40336,1,0,1,0,1,0,1,0,1,0,1,0
6022,40348,1,0,1,0,1,0,1,0,1,0,1,0
6026,40379,1,0,1,0,1,0,1,0,1,0,1,0
6045,40506,1,0,1,0,1,0,1,0,1,0,1,0
6056,40570,1,0,1,0,1,0,1,0,1,0,1,0
6075,40665,1,0,1,0,1,0,1,0,1,0,1,0
6096,40842,1,0,1,0,1,0,1,0,1,0,1,0
